cluster_type,cluster_id,size,addresses,pattern,risk_score
temporal,328,2,"0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0xb9a8eaded121572cd73d0772ac53b23508b27664",,20
temporal,329,2,"0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0xb9a8eaded121572cd73d0772ac53b23508b27664",,20
temporal,330,1,0x156b9875ec5d4877b6ef85244b1dbf387e827e55,,10
temporal,331,1,0x156b9875ec5d4877b6ef85244b1dbf387e827e55,,10
temporal,332,1,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9,,10
temporal,333,1,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9,,10
temporal,334,1,0xb98a75a50983abe9512ef4d543a9f680d344f07c,,10
temporal,335,1,0xb98a75a50983abe9512ef4d543a9f680d344f07c,,10
temporal,336,6,"0xaceae6296ce9e4f655487522217a7f6fdc830245,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f",,60
temporal,337,8,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xaceae6296ce9e4f655487522217a7f6fdc830245,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0x8155694421f412f57dd5436b820ffcb10df89102",,80
temporal,338,26,"0x02494db4457b0a5c6ec7051a99076241be2c09e8,0xc4f5d323e849aa966e58d4433eb133b61a65ac92,0x411c9ed040a87e2ad734812f2a6bdfc5838ed3c2,0x2b026752813c7d33252fa69575e24b6e04f8c113,0x269f604279c2512ed86d7e8af1452a0178adb468,0xd956a026736792769287290d440d2e0ac7ccde09,0x3eb7dd9f9329acecb63105af1b75e3f9aac4b61b,0x24dc907755cca4f9a3437e2f9ef3462ea853da4c,0x13937a97ba1a547c98c3800d3f558d1a5e278f99,0x1ab008a48fcec244c96072e8ba73a36b117747d6,0x9593e666e045a8dc39dcbf24475efe03ffede202,0xbde8d71b5d3cfb13a2fe565991d3fb4b460549d4,0xbe8ded56b854bd29c42a3f48123f75236deb453f,0x4d0a7273eb4d3fb74b53d315767084ffe41be6ec,0x492d3bbc36d537c8d1953f4617e4fb0f1ee78034,0x17763848c7cbe208cb4b2b1a5b968b347db32a57,0x8a3689f78d54897f771eea0a96c9a32d69a0a35f,0x496b038bbb3f4301c50a0293c3dc3cabba41ef0f,0x4944285754633e64a52f9d1f14fc70f7c7b4ce16,0xc9038bf5d730eab25506aa2827cfbbde2be871d5,0x46778665812831cc8b259353c6df83b8ee6ecc34,0x096da9fd7dc84307c3248458f6063439f52b1715,0xcdfbb164b0c51fd805aded4e73d7b28bc459f20f,0x34b7e7b746d66b3867e4883b6773d64c92df0d6e,0xcde0de04dcde0172977559c983fe26df0cc9e384,0x172bac1e20c9b2ca1db8ac9f9f6c430e3ccf461f",,260
temporal,339,26,"0x269f604279c2512ed86d7e8af1452a0178adb468,0xc4f5d323e849aa966e58d4433eb133b61a65ac92,0x411c9ed040a87e2ad734812f2a6bdfc5838ed3c2,0x2b026752813c7d33252fa69575e24b6e04f8c113,0x02494db4457b0a5c6ec7051a99076241be2c09e8,0xd956a026736792769287290d440d2e0ac7ccde09,0x3eb7dd9f9329acecb63105af1b75e3f9aac4b61b,0x24dc907755cca4f9a3437e2f9ef3462ea853da4c,0x13937a97ba1a547c98c3800d3f558d1a5e278f99,0x1ab008a48fcec244c96072e8ba73a36b117747d6,0x9593e666e045a8dc39dcbf24475efe03ffede202,0xbde8d71b5d3cfb13a2fe565991d3fb4b460549d4,0xbe8ded56b854bd29c42a3f48123f75236deb453f,0x4d0a7273eb4d3fb74b53d315767084ffe41be6ec,0x492d3bbc36d537c8d1953f4617e4fb0f1ee78034,0x17763848c7cbe208cb4b2b1a5b968b347db32a57,0x8a3689f78d54897f771eea0a96c9a32d69a0a35f,0x496b038bbb3f4301c50a0293c3dc3cabba41ef0f,0x4944285754633e64a52f9d1f14fc70f7c7b4ce16,0xc9038bf5d730eab25506aa2827cfbbde2be871d5,0x46778665812831cc8b259353c6df83b8ee6ecc34,0x096da9fd7dc84307c3248458f6063439f52b1715,0xcdfbb164b0c51fd805aded4e73d7b28bc459f20f,0x34b7e7b746d66b3867e4883b6773d64c92df0d6e,0xcde0de04dcde0172977559c983fe26df0cc9e384,0x172bac1e20c9b2ca1db8ac9f9f6c430e3ccf461f",,260
temporal,340,11,"0x4944285754633e64a52f9d1f14fc70f7c7b4ce16,0x02494db4457b0a5c6ec7051a99076241be2c09e8,0x9593e666e045a8dc39dcbf24475efe03ffede202,0xbde8d71b5d3cfb13a2fe565991d3fb4b460549d4,0xbe8ded56b854bd29c42a3f48123f75236deb453f,0xd956a026736792769287290d440d2e0ac7ccde09,0x096da9fd7dc84307c3248458f6063439f52b1715,0xcdfbb164b0c51fd805aded4e73d7b28bc459f20f,0x34b7e7b746d66b3867e4883b6773d64c92df0d6e,0x4d0a7273eb4d3fb74b53d315767084ffe41be6ec,0x496b038bbb3f4301c50a0293c3dc3cabba41ef0f",,110
temporal,341,2,"0x193ee9eea53677fd05db368b341ae038479abaf8,0xc7e696acf931b25893dd90c7cba23a5cbaad6006",,20
temporal,342,2,"0x296e5b916349edb04607df1c73ec2edb9ec6a95d,0xe7e8c9b24a157a8ef1d5d0166070826c23988bac",,20
temporal,343,2,"0x3b780b9012858d85503232bb4c4379cfd8541c61,0xd2336a629a1e8f429f15b73d52b2958808948cfa",,20
temporal,344,2,"0xb2fdd9c4d1c9991a5a1f6d2b76f8ac59f3684226,0x5ea6f630df979e8b4d861a588d6d6cc519916f5a",,20
temporal,345,2,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,20
temporal,346,8,"0x338968c09457643223cf53fd6aa5a62e9269219e,0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0xcd47aa68575620b2f5c76681924f9a4733760739,0xcd2fd81aa323a79da7790213eee48d4057778e47,0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e,0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0xeda87d8816ee3c93201e87589710eddf02e6db20",,80
temporal,347,11,"0xb98a75a50983abe9512ef4d543a9f680d344f07c,0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa,0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1,0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2",,110
temporal,348,2,"0x99dd5760049ac433450dfb620f3d9100e2042351,0x06dfd304b86f971372e38b0c9315eac0848dbe9f",,20
temporal,349,3,"0xcd2fd81aa323a79da7790213eee48d4057778e47,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0xb9a8eaded121572cd73d0772ac53b23508b27664",,30
temporal,350,6,"0xb98a75a50983abe9512ef4d543a9f680d344f07c,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9,0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0x69b7eee509299db6be2cde2a2ece9e4311cd9368",,60
temporal,351,4,"0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0x69b7eee509299db6be2cde2a2ece9e4311cd9368,0x279b73950f5838cae3b05ccd85060d29a68e0ce1",,40
temporal,352,3,"0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0x69b7eee509299db6be2cde2a2ece9e4311cd9368",,30
temporal,353,3,"0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0x99dd5760049ac433450dfb620f3d9100e2042351",,30
temporal,354,3,"0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0x99dd5760049ac433450dfb620f3d9100e2042351",,30
temporal,355,2,"0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca",,20
temporal,356,5,"0xcd47aa68575620b2f5c76681924f9a4733760739,0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8",,50
temporal,357,5,"0xcd47aa68575620b2f5c76681924f9a4733760739,0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8",,50
temporal,358,4,"0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0xcd47aa68575620b2f5c76681924f9a4733760739,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8",,40
temporal,359,1,0xcd47aa68575620b2f5c76681924f9a4733760739,,10
temporal,360,1,0xcd47aa68575620b2f5c76681924f9a4733760739,,10
temporal,361,1,0xcd47aa68575620b2f5c76681924f9a4733760739,,10
temporal,362,3,"0x338968c09457643223cf53fd6aa5a62e9269219e,0xb9a8eaded121572cd73d0772ac53b23508b27664,0x06dfd304b86f971372e38b0c9315eac0848dbe9f",,30
temporal,363,1,0x338968c09457643223cf53fd6aa5a62e9269219e,,10
temporal,364,4,"0xcd2fd81aa323a79da7790213eee48d4057778e47,0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0xeda87d8816ee3c93201e87589710eddf02e6db20",,40
temporal,365,3,"0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0xcd2fd81aa323a79da7790213eee48d4057778e47",,30
temporal,366,3,"0xcd2fd81aa323a79da7790213eee48d4057778e47,0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be",,30
temporal,367,1,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1,,10
temporal,368,2,"0x7b7ebceac5f460068fa6d0b7ddaafa2a5b89b029,0xc7e696acf931b25893dd90c7cba23a5cbaad6006",,20
temporal,369,4,"0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0xcd47aa68575620b2f5c76681924f9a4733760739,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa,0xd5ffcd736d5831252de512dfb682096971989bd1",,40
temporal,370,2,"0xcd47aa68575620b2f5c76681924f9a4733760739,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa",,20
temporal,371,2,"0xcd47aa68575620b2f5c76681924f9a4733760739,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa",,20
temporal,372,2,"0xcd47aa68575620b2f5c76681924f9a4733760739,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa",,20
temporal,373,2,"0x3b780b9012858d85503232bb4c4379cfd8541c61,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa",,20
temporal,374,1,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa,,10
temporal,375,1,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa,,10
temporal,376,1,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa,,10
temporal,377,1,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa,,10
temporal,378,1,0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,,10
temporal,379,1,0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,,10
temporal,380,1,0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,,10
temporal,381,1,0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,,10
temporal,382,1,0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,,10
temporal,383,1,0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,,10
temporal,384,1,0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,,10
temporal,385,1,0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,,10
temporal,386,2,"0x1c5bcb0c4a44a536fcf7608525a389a06cce5276,0x5ea6f630df979e8b4d861a588d6d6cc519916f5a",,20
temporal,387,10,"0x338968c09457643223cf53fd6aa5a62e9269219e,0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xcd2fd81aa323a79da7790213eee48d4057778e47,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1,0x06dfd304b86f971372e38b0c9315eac0848dbe9f,0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0xeda87d8816ee3c93201e87589710eddf02e6db20",,100
temporal,388,7,"0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0xcd47aa68575620b2f5c76681924f9a4733760739,0xb98a75a50983abe9512ef4d543a9f680d344f07c,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8",,70
temporal,389,7,"0x69b7eee509299db6be2cde2a2ece9e4311cd9368,0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0xb9a8eaded121572cd73d0772ac53b23508b27664,0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0x99dd5760049ac433450dfb620f3d9100e2042351",,70
temporal,390,2,"0x338968c09457643223cf53fd6aa5a62e9269219e,0xcd47aa68575620b2f5c76681924f9a4733760739",,20
temporal,391,3,"0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa,0x156b9875ec5d4877b6ef85244b1dbf387e827e55",,30
temporal,392,2,"0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0x06dfd304b86f971372e38b0c9315eac0848dbe9f",,20
temporal,393,2,"0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0xa7cb6f084b8385d7831971efe24ee5e4439288d6",,20
temporal,394,3,"0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0x69b7eee509299db6be2cde2a2ece9e4311cd9368,0x99dd5760049ac433450dfb620f3d9100e2042351",,30
temporal,395,2,"0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e",,20
temporal,396,5,"0xcd47aa68575620b2f5c76681924f9a4733760739,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9,0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0x99dd5760049ac433450dfb620f3d9100e2042351",,50
temporal,397,2,"0xcd2fd81aa323a79da7790213eee48d4057778e47,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2",,20
temporal,398,3,"0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1",,30
temporal,399,2,"0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0x06dfd304b86f971372e38b0c9315eac0848dbe9f",,20
temporal,400,5,"0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0x69b7eee509299db6be2cde2a2ece9e4311cd9368",,50
temporal,401,2,"0xb98a75a50983abe9512ef4d543a9f680d344f07c,0xb9a8eaded121572cd73d0772ac53b23508b27664",,20
temporal,402,5,"0x193ee9eea53677fd05db368b341ae038479abaf8,0xcd2fd81aa323a79da7790213eee48d4057778e47,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0xeda87d8816ee3c93201e87589710eddf02e6db20",,50
temporal,403,2,"0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa",,20
temporal,404,4,"0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0xb9a8eaded121572cd73d0772ac53b23508b27664,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9",,40
temporal,405,3,"0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0xcd47aa68575620b2f5c76681924f9a4733760739,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1",,30
temporal,406,4,"0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0x99dd5760049ac433450dfb620f3d9100e2042351,0x06dfd304b86f971372e38b0c9315eac0848dbe9f",,40
temporal,407,2,"0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1,0xeda87d8816ee3c93201e87589710eddf02e6db20",,20
temporal,408,2,"0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9",,20
temporal,409,2,"0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0xb9a8eaded121572cd73d0772ac53b23508b27664",,20
temporal,410,4,"0xcd2fd81aa323a79da7790213eee48d4057778e47,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0x69b7eee509299db6be2cde2a2ece9e4311cd9368,0x99dd5760049ac433450dfb620f3d9100e2042351",,40
temporal,411,6,"0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac",,60
temporal,412,4,"0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0x338968c09457643223cf53fd6aa5a62e9269219e,0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9",,40
temporal,413,2,"0x99dd5760049ac433450dfb620f3d9100e2042351,0x06dfd304b86f971372e38b0c9315eac0848dbe9f",,20
temporal,414,5,"0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0xb9a8eaded121572cd73d0772ac53b23508b27664,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1,0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0xeda87d8816ee3c93201e87589710eddf02e6db20",,50
temporal,415,2,"0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0x69b7eee509299db6be2cde2a2ece9e4311cd9368",,20
temporal,416,2,"0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e",,20
temporal,417,2,"0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0x06dfd304b86f971372e38b0c9315eac0848dbe9f",,20
temporal,418,2,"0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0x338968c09457643223cf53fd6aa5a62e9269219e",,20
temporal,419,2,"0xcd2fd81aa323a79da7790213eee48d4057778e47,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa",,20
temporal,420,2,"0x99dd5760049ac433450dfb620f3d9100e2042351,0x9b9097a0a82d223cb62cc458a8697ff138b57dde",,20
temporal,421,4,"0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0xb98a75a50983abe9512ef4d543a9f680d344f07c,0xcd47aa68575620b2f5c76681924f9a4733760739",,40
temporal,422,2,"0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9",,20
temporal,423,2,"0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa",,20
temporal,424,2,"0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e",,20
temporal,425,4,"0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0xb98a75a50983abe9512ef4d543a9f680d344f07c,0xb9a8eaded121572cd73d0772ac53b23508b27664,0x69b7eee509299db6be2cde2a2ece9e4311cd9368",,40
temporal,426,2,"0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac",,20
temporal,427,3,"0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0xcd47aa68575620b2f5c76681924f9a4733760739,0xeda87d8816ee3c93201e87589710eddf02e6db20",,30
temporal,428,2,"0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0x651cd440f59ab7d256bd1ed734ed8a8fd5170b7b",,20
temporal,429,2,"0xb9a8eaded121572cd73d0772ac53b23508b27664,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9",,20
temporal,430,3,"0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0xeda87d8816ee3c93201e87589710eddf02e6db20",,30
temporal,431,2,"0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0x338968c09457643223cf53fd6aa5a62e9269219e",,20
temporal,432,2,"0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8",,20
temporal,433,2,"0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa",,20
temporal,434,3,"0xcd2fd81aa323a79da7790213eee48d4057778e47,0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0xb98a75a50983abe9512ef4d543a9f680d344f07c",,30
temporal,435,2,"0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9",,20
temporal,436,2,"0xb9a8eaded121572cd73d0772ac53b23508b27664,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e",,20
temporal,437,2,"0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xa7cb6f084b8385d7831971efe24ee5e4439288d6",,20
temporal,438,2,"0xcd47aa68575620b2f5c76681924f9a4733760739,0x06dfd304b86f971372e38b0c9315eac0848dbe9f",,20
temporal,439,3,"0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0x69b7eee509299db6be2cde2a2ece9e4311cd9368",,30
temporal,440,2,"0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0x338968c09457643223cf53fd6aa5a62e9269219e",,20
temporal,441,2,"0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca",,20
temporal,442,3,"0xcd47aa68575620b2f5c76681924f9a4733760739,0xb9a8eaded121572cd73d0772ac53b23508b27664,0xeda87d8816ee3c93201e87589710eddf02e6db20",,30
temporal,443,2,"0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0x06dfd304b86f971372e38b0c9315eac0848dbe9f",,20
temporal,444,2,"0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac",,20
temporal,445,2,"0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0xb9a8eaded121572cd73d0772ac53b23508b27664",,20
temporal,446,3,"0xcd2fd81aa323a79da7790213eee48d4057778e47,0x69b7eee509299db6be2cde2a2ece9e4311cd9368,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9",,30
temporal,447,2,"0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e,0xeda87d8816ee3c93201e87589710eddf02e6db20",,20
temporal,448,3,"0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0xcd47aa68575620b2f5c76681924f9a4733760739",,30
temporal,449,2,"0xa7cb6f084b8385d7831971efe24ee5e4439288d6,0x99dd5760049ac433450dfb620f3d9100e2042351",,20
temporal,450,2,"0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa",,20
temporal,451,4,"0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0x338968c09457643223cf53fd6aa5a62e9269219e,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2",,40
temporal,452,2,"0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2",,20
temporal,453,3,"0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0x338968c09457643223cf53fd6aa5a62e9269219e,0xb9a8eaded121572cd73d0772ac53b23508b27664",,30
temporal,454,2,"0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0x99dd5760049ac433450dfb620f3d9100e2042351",,20
temporal,455,2,"0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0x06dfd304b86f971372e38b0c9315eac0848dbe9f",,20
temporal,456,4,"0xeda87d8816ee3c93201e87589710eddf02e6db20,0xcd47aa68575620b2f5c76681924f9a4733760739,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1",,40
temporal,457,3,"0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9",,30
temporal,458,5,"0xb98a75a50983abe9512ef4d543a9f680d344f07c,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0x69b7eee509299db6be2cde2a2ece9e4311cd9368",,50
temporal,459,2,"0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e,0xa7cb6f084b8385d7831971efe24ee5e4439288d6",,20
temporal,460,2,"0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0x338968c09457643223cf53fd6aa5a62e9269219e",,20
